Epoch,Batch,Loss
5,200,0.4531156179067251
5,300,0.47638310612858953
5,400,0.3999267784324852
5,500,0.47311922021814296
5,600,0.4624698742015942
5,700,0.41839689821810333
5,800,0.4271154661436339
5,900,0.421273592356089
5,1000,0.4250095986031197
5,1100,0.4684401331721125
5,1200,0.46906502182419235
5,1300,0.48210231677905935
5,1400,0.45709310995565877
5,1500,0.5016076886976087
5,1600,0.4164363242484428
5,1700,0.43662756842535894
5,1800,0.45600519953547297
5,1900,0.4777308799125053
5,2000,0.5491218566894531
5,2100,0.4822815044506176
5,2200,0.520069998663825
5,2300,0.4516206174283414
5,2325,"tf.Tensor(0.47307688, shape=(), dtype=float32)"
5,2325,387.93173813819885
6,0,0.4498029657312342
6,100,0.44131588291477514
6,200,0.4831566166233372
6,300,0.4848153397843644
6,400,0.45406547752586573
6,500,0.43412419911977407
6,600,0.4076144501969621
6,700,0.4203532450907939
6,800,0.4181212863406619
6,900,0.4817154343063767
6,1000,0.39252513163798564
6,1100,0.43765444368929474
6,1200,0.484952771985853
6,1300,0.49348929121687607
6,1400,0.48516984888025233
6,1500,0.49414773889490077
6,1600,0.49336397325670395
6,1700,0.42533691509349925
6,1800,0.47939563441920924
6,1900,0.43993882875184753
6,2000,0.45379824251741974
6,2100,0.4824852299045872
6,2200,0.4561091758109428
6,2300,0.4754768577781883
6,2325,"tf.Tensor(0.4517977, shape=(), dtype=float32)"
6,2325,388.070996761322
7,0,0.4525625899031356
7,100,0.3738546371459961
7,200,0.4011634362710489
7,300,0.4126525054106841
7,400,0.44069063341295395
7,500,0.36401565654857737
7,600,0.3950325218406883
7,700,0.3932544347402212
7,800,0.4312490514806799
7,900,0.39921415174329605
7,1000,0.3560911384788719
7,1100,0.384505220361658
7,1200,0.43642817316828547
7,1300,0.36396542110958613
7,1400,0.4466404270481419
7,1500,0.4660141919110272
7,1600,0.414314501994365
7,1700,0.4918935105607316
7,1800,0.42780842652191986
7,1900,0.4201364517211914
7,2000,0.4762513444230363
7,2100,0.5095473624564506
7,2200,0.45618206745869405
7,2300,0.4362426964012352
7,2325,"tf.Tensor(0.4330783, shape=(), dtype=float32)"
7,2325,388.2462260723114
8,0,0.4696462992075327
8,100,0.44368310876794764
8,200,0.4108270181191934
8,300,0.40594278799520955
8,400,0.3940612689868824
8,500,0.42814079490867823
8,600,0.39905305810876796
8,700,0.35774001559695684
8,800,0.3930203205830342
8,900,0.4135506088669236
8,1000,0.36310012920482737
8,1100,0.39241749531513936
8,1200,0.37771768827696106
8,1300,0.38715099644016576
8,1400,0.44800335652119405
8,1500,0.41098104940878377
8,1600,0.43587694941340266
8,1700,0.401900729617557
8,1800,0.45539299217430323
8,1900,0.4088814709637616
8,2000,0.4597211270718961
8,2100,0.44198319718644424
8,2200,0.4093898309243692
8,2300,0.40231403144630223
8,2325,"tf.Tensor(0.41583788, shape=(), dtype=float32)"
8,2325,388.1434350013733
9,0,0.4147384231154983
9,100,0.40377235412597656
9,200,0.37948793978304474
9,300,0.3494087940937764
9,400,0.3584746283453864
9,500,0.35727650410420186
9,600,0.3711924681792388
9,700,0.3882293701171875
9,800,0.41128189499313766
9,900,0.3522901792783995
9,1000,0.3651734429436761
9,1100,0.35691266446500214
9,1200,0.36504711975922455
9,1300,0.4365403974378431
9,1400,0.40640050011712153
9,1500,0.411511111903835
9,1600,0.43157817221976613
9,1700,0.37924031953553894
9,1800,0.42086954374571106
9,1900,0.42670461293813344
9,2000,0.4189373222557274
9,2100,0.4463189614785684
9,2200,0.4706005405735325
9,2300,0.3887863674679318
9,2325,"tf.Tensor(0.399987, shape=(), dtype=float32)"
9,2325,387.8842899799347
10,0,0.421543533737595
10,100,0.34769545374689875
10,200,0.3716660319147883
10,300,0.3696883433573955
10,400,0.35029246356036214
10,500,0.3924456158199826
10,600,0.3646428649489944
10,700,0.34652642945985535
10,800,0.3644623627533784
10,900,0.34968342652191986
10,1000,0.3319022719924514
10,1100,0.33803115019927155
10,1200,0.3838457159093908
10,1300,0.42772458050702067
10,1400,0.37817279712573904
10,1500,0.4358443698367557
10,1600,0.39711813024572423
10,1700,0.3707531078441723
10,1800,0.36097080643112595
10,1900,0.39345318562275655
10,2000,0.44981724507099874
10,2100,0.4364490509033203
10,2200,0.39486848985826645
10,2300,0.3451420809771564
10,2325,"tf.Tensor(0.3852909, shape=(), dtype=float32)"
10,2325,388.3514358997345
11,0,0.406442590661951
11,100,0.366349864650417
11,200,0.37584897634145376
11,300,0.3672104655085383
11,400,0.3341713982659417
11,500,0.33961208446605784
11,600,0.3789429535736909
11,700,0.3365382890443544
11,800,0.3802404145936708
11,900,0.3347861315753009
11,1000,0.32240197465226456
11,1100,0.3305141345874683
11,1200,0.36955696827656515
11,1300,0.3586748741768502
11,1400,0.42025447536159205
11,1500,0.3560515481072503
11,1600,0.36994171142578125
11,1700,0.3533692488799224
11,1800,0.36652299520131704
11,1900,0.396107647870038
11,2000,0.39549935830606
11,2100,0.3618657653396194
11,2200,0.3620367307920714
11,2300,0.3386709883406356
11,2325,"tf.Tensor(0.37150088, shape=(), dtype=float32)"
11,2325,388.86701798439026
12,0,0.3786649446229677
12,100,0.351414087656382
12,200,0.32867998690218536
12,300,0.3419688199017499
12,400,0.3037592398153769
12,500,0.3163664534285262
12,600,0.3890823673557591
12,700,0.34331945470861486
12,800,0.3573813567290435
12,900,0.336575714317528
12,1000,0.2914825387903162
12,1100,0.32010196995090795
12,1200,0.3092917364996833
12,1300,0.3509760676203547
12,1400,0.37319595749313766
12,1500,0.37380914430360535
12,1600,0.3667124155405405
12,1700,0.36123987146326014
12,1800,0.3924256402093011
12,1900,0.33098653844884923
12,2000,0.3847396953685864
12,2100,0.3876693828685864
12,2200,0.40141610841493347
12,2300,0.3429120295756572
12,2325,"tf.Tensor(0.35886598, shape=(), dtype=float32)"
12,2325,388.19843554496765
13,0,0.3645958771576753
13,100,0.3352434055225269
13,200,0.34827629295555323
13,300,0.33296038653399496
13,400,0.3374846174910262
13,500,0.32237323554786473
13,600,0.3624958089880041
13,700,0.31469265190330714
13,800,0.33611318227407094
13,900,0.3019075651426573
13,1000,0.3051861943425359
13,1100,0.30860645706589157
13,1200,0.32579824086782094
13,1300,0.3487983394313503
13,1400,0.38404892586372996
13,1500,0.3276394508980416
13,1600,0.33612011574410106
13,1700,0.37593091500772013
13,1800,0.3620453396359006
13,1900,0.39596903001939926
13,2000,0.38705534548372833
13,2100,0.45089969119510137
13,2200,0.4278178601651578
13,2300,0.34359400981181376
13,2325,"tf.Tensor(0.34718737, shape=(), dtype=float32)"
13,2325,388.16325426101685
14,0,0.30738964596310175
14,100,0.2791794441841744
14,200,0.3501827652389939
14,300,0.3360696998802391
14,400,0.3438134064545503
14,500,0.30648241816340266
14,600,0.3218627104888091
14,700,0.29921078037571264
14,800,0.3219860180004223
14,900,0.3150693532582876
14,1000,0.2995069864633921
14,1100,0.327406238865208
14,1200,0.33226178143475504
14,1300,0.29563066121694204
14,1400,0.37700250986460093
14,1500,0.3510306590312236
14,1600,0.3488828298207876
14,1700,0.3752703280062289
14,1800,0.3544304048692858
14,1900,0.3516580220815298
14,2000,0.37872737162822
14,2100,0.40418233098210515
14,2200,0.3574559753005569
14,2300,0.36285065315865184
14,2325,"tf.Tensor(0.3361448, shape=(), dtype=float32)"
14,2325,388.93670535087585
15,0,0.3158904926196949
15,100,0.2893565152142499
15,200,0.30894129985087626
15,300,0.34614887753048457
15,400,0.311822324185758
15,500,0.32476780865643473
15,600,0.305910316673485
15,700,0.32938658224569783
15,800,0.3047226570747994
15,900,0.2839446196684966
15,1000,0.29560939685718435
15,1100,0.30466074556917755
15,1200,0.3133754472474794
15,1300,0.3009344822651631
15,1400,0.3447790661373654
15,1500,0.33479272997057113
15,1600,0.34741806339573217
15,1700,0.3307906485892631
15,1800,0.3311482506829339
15,1900,0.30385558669631546
15,2000,0.38551175916517105
15,2100,0.3666693197714316
15,2200,0.3522944063753695
15,2300,0.3016547898988466
15,2325,"tf.Tensor(0.32630426, shape=(), dtype=float32)"
15,2325,388.90233969688416
16,0,0.2952076679951436
16,100,0.32800032641436605
16,200,0.3986770526782886
16,300,0.3252211390314875
16,400,0.27563502337481527
16,500,0.30001738264754013
16,600,0.32341049812935496
16,700,0.288476376920133
16,800,0.3160651696694864
16,900,0.3106898488225164
16,1000,0.30030755738954285
16,1100,0.2657822789372625
16,1200,0.28442485912426096
16,1300,0.3206909282787426
16,1400,0.341911032393172
16,1500,0.32731535628035263
16,1600,0.32787554972880595
16,1700,0.36689972233127904
16,1800,0.3150405368289432
16,1900,0.33199743322423986
16,2000,0.35477643399625214
16,2100,0.36126670321902715
16,2200,0.33829815323288376
16,2300,0.3160828770817937
16,2325,"tf.Tensor(0.31705117, shape=(), dtype=float32)"
16,2325,389.5127372741699
17,0,0.3035889187374631
17,100,0.291559142035407
17,200,0.3452880962474926
17,300,0.32587494721283783
17,400,0.29752633378312393
17,500,0.26489000062684753
17,600,0.27878771601496516
17,700,0.2782956716176626
17,800,0.2867483448337864
17,900,0.2764658799042573
17,1000,0.29740013947358
17,1100,0.27585501284212677
17,1200,0.2903530533249314
17,1300,0.3043627352327914
17,1400,0.27725268699027394
17,1500,0.32283151471937027
17,1600,0.32952937564334356
17,1700,0.33452448973784576
17,1800,0.3640404005308409
17,1900,0.2878955377114786
17,2000,0.3808749430888408
17,2100,0.37691930822423986
17,2200,0.3293822262738202
17,2300,0.32905501288336675
17,2325,"tf.Tensor(0.3084711, shape=(), dtype=float32)"
17,2325,387.97375893592834
18,0,0.3319331504203178
18,100,0.2884199297105944
18,200,0.2823935586052972
18,300,0.2784257579494167
18,400,0.32156727765057536
18,500,0.3098864168734164
18,600,0.2730285541431324
18,700,0.27462930937071106
18,800,0.3138716156418259
18,900,0.2561417914725639
18,1000,0.23273880417282516
18,1100,0.2937208124109217
18,1200,0.27945497873667124
18,1300,0.29946247307029933
18,1400,0.31964915507548564
18,1500,0.29896225800385345
18,1600,0.31701969456028295
18,1700,0.3618513055749842
18,1800,0.3031910818976325
18,1900,0.3325687356897303
18,2000,0.286360096287083
18,2100,0.36636445328995987
18,2200,0.33112536249934016
18,2300,0.36241185987317887
18,2325,"tf.Tensor(0.30006194, shape=(), dtype=float32)"
18,2325,388.26744532585144
19,0,0.27259633347794815
19,100,0.2591196781880147
19,200,0.27092049572918864
19,300,0.32428060995565877
19,400,0.2790989489168734
19,500,0.26027215493691935
19,600,0.27120595364957245
19,700,0.29833159575591217
19,800,0.27931522678684545
19,900,0.2982047312968486
19,1000,0.3053194509970175
19,1100,0.27783855232032567
19,1200,0.25523340379869613
19,1300,0.2905669856715847
19,1400,0.31150034311655406
19,1500,0.29230246672759186
19,1600,0.30996773694012614
19,1700,0.3324054254067911
19,1800,0.30443743112924937
19,1900,0.2987618575225005
19,2000,0.2814177435797614
19,2100,0.33390434368236643
19,2200,0.31735090307287267
19,2300,0.27286081056337097
19,2325,"tf.Tensor(0.29249156, shape=(), dtype=float32)"
19,2325,387.586256980896
20,0,0.26102839289484797
20,100,0.3211605742171004
20,200,0.2632832656035552
20,300,0.2885682131793048
20,400,0.27274933376827754
20,500,0.27752693279369456
20,600,0.24085516543001742
20,700,0.24051898234599345
20,800,0.2732134896355706
20,900,0.2745188635748786
20,1000,0.23494769431449272
20,1100,0.27412819217991186
20,1200,0.2708691777409734
20,1300,0.2691212731438714
20,1400,0.3456130672145534
20,1500,0.2978275402172192
20,1600,0.28453120669803106
20,1700,0.3197249592961492
20,1800,0.3079698150222366
20,1900,0.30264550286370356
20,2000,0.34033945444467906
20,2100,0.32541213164458405
20,2200,0.3022527436952333
20,2300,0.32979145565548457
20,2325,"tf.Tensor(0.2855464, shape=(), dtype=float32)"
20,2325,388.5572917461395
21,0,0.3252421971913931
21,100,0.2975512066402951
21,200,0.26220331965266047
21,300,0.27868559553816513
21,400,0.2488674730867953
21,500,0.26556066564611486
21,600,0.26846560916385137
21,700,0.25851414654705973
21,800,0.27440983540303
21,900,0.269994813042718
21,1000,0.3027582426328917
21,1100,0.2755431097906989
21,1200,0.24600317671492294
21,1300,0.28115826684075435
21,1400,0.26991434355039856
21,1500,0.28755654515446843
21,1600,0.302843815571553
21,1700,0.27115556356069204
21,1800,0.2836495992299673
21,1900,0.2937850436648807
21,2000,0.29022706521523967
21,2100,0.3240806734239733
21,2200,0.2956890931000581
21,2300,0.28892439764899175
21,2325,"tf.Tensor(0.27889386, shape=(), dtype=float32)"
21,2325,388.31582856178284
22,0,0.2558059950132628
22,100,0.29662240518106
22,200,0.24556407412967166
22,300,0.26470416301005595
22,400,0.285299352697424
22,500,0.2454496074367214
22,600,0.23792857092780037
22,700,0.2443552017211914
22,800,0.24743703893713048
22,900,0.23185809882911476
22,1000,0.23349612467997782
22,1100,0.2390498599490604
22,1200,0.24064945530247045
22,1300,0.3124512079599741
22,1400,0.31663023458944783
22,1500,0.28288936614990234
22,1600,0.28024199202254013
22,1700,0.30519508671116186
22,1800,0.30429412223197316
22,1900,0.27706965884646856
22,2000,0.34113373627533783
22,2100,0.320776011492755
22,2200,0.3049598900047508
22,2300,0.2993892721227697
22,2325,"tf.Tensor(0.27241853, shape=(), dtype=float32)"
22,2325,387.683397769928
23,0,0.2934978330457533
23,100,0.2791822794321421
23,200,0.23108075116131757
23,300,0.26419755574819204
23,400,0.2730347401386983
23,500,0.23769033277356946
23,600,0.2434200080665382
23,700,0.24940194310368718
23,800,0.24382722699964368
23,900,0.22670153025034312
23,1000,0.22907143670159416
23,1100,0.22166437716097445
23,1200,0.2562914667902766
23,1300,0.25292680070206924
23,1400,0.2689689945530247
23,1500,0.2599691700290989
23,1600,0.2803691142314189
23,1700,0.2950137370341533
23,1800,0.27774769551045186
23,1900,0.23995337615141998
23,2000,0.2670942770468222
23,2100,0.2810846792685019
23,2200,0.273082346529574
23,2300,0.274387720468882
23,2325,"tf.Tensor(0.26661408, shape=(), dtype=float32)"
23,2325,387.47634053230286
24,0,0.31539837089744777
24,100,0.25473236393284154
24,200,0.2701830477327914
24,300,0.26258821745176575
24,400,0.24383163452148438
24,500,0.23513618675438133
24,600,0.2410911869358372
24,700,0.23458522074931376
24,800,0.24483721965068095
24,900,0.24997894184009448
24,1000,0.2251017544720624
24,1100,0.25880027461696314
24,1200,0.2565651970940667
24,1300,0.25198124550484324
24,1400,0.2847463246938345
24,1500,0.2937083373198638
24,1600,0.2876625061035156
24,1700,0.2980404415646115
24,1800,0.2827956225420978
24,1900,0.2532910785159549
24,2000,0.3015511486981366
24,2100,0.2688567445084855
24,2200,0.33407724225843277
24,2300,0.2639982120410816
24,2325,"tf.Tensor(0.26063186, shape=(), dtype=float32)"
24,2325,387.4509036540985
25,0,0.2765587987126531
25,100,0.24005802257640943
25,200,0.24647671467549093
25,300,0.2382595474655564
25,400,0.2342388307726061
25,500,0.21102419415035764
25,600,0.21079425554017764
25,700,0.2601815301018792
25,800,0.23704255593789592
25,900,0.21705575891443202
25,1000,0.2286223591984929
25,1100,0.22411843892690297
25,1200,0.255849348532187
25,1300,0.2577874724929397
25,1400,0.23608264407596072
25,1500,0.27908634495090795
25,1600,0.25250099800728465
25,1700,0.26320204863677155
25,1800,0.29701503547462255
25,1900,0.2453643695728199
25,2000,0.2828326354155669
25,2100,0.32982238563331395
25,2200,0.2978385203593486
25,2300,0.2599928056871569
25,2325,"tf.Tensor(0.25542226, shape=(), dtype=float32)"
25,2325,387.55202746391296
26,0,0.25300796611888987
26,100,0.26558901812579183
26,200,0.22555441469759555
26,300,0.23042387575716586
26,400,0.21502537340731234
26,500,0.21513531659100507
26,600,0.2395488635913746
26,700,0.23167349841143633
26,800,0.2291492255958351
26,900,0.23763099876610008
26,1000,0.22285909910459775
26,1100,0.21667305198875633
26,1200,0.22524813059214
26,1300,0.2538121713174356
26,1400,0.24238349295951225
26,1500,0.24874999072100665
26,1600,0.26133776999808644
26,1700,0.2737955918183198
26,1800,0.2847122759432406
26,1900,0.278196180188978
26,2000,0.2660746961026578
26,2100,0.3127035192541174
26,2200,0.28915461978396856
26,2300,0.2760868330259581
26,2325,"tf.Tensor(0.24991047, shape=(), dtype=float32)"
26,2325,387.9625256061554
27,0,0.22904146039808118
27,100,0.23853688626675992
27,200,0.21621954118883288
27,300,0.25185288609685125
27,400,0.22305996353561813
27,500,0.23279396263328758
27,600,0.22421171858504013
27,700,0.2099794439367346
27,800,0.21601359908645218
27,900,0.21834458531560125
27,1000,0.2308450647302576
27,1100,0.2153112050649282
27,1200,0.2334562250085779
27,1300,0.23627314696440826
27,1400,0.2345830556508657
27,1500,0.25754098634462097
27,1600,0.26638850650271856
27,1700,0.2505793184847445
27,1800,0.30248667742754964
27,1900,0.2680207329827386
27,2000,0.2508255726582295
27,2100,0.2752047873832084
27,2200,0.2819091693775074
27,2300,0.2873732592608478
27,2325,"tf.Tensor(0.24453191, shape=(), dtype=float32)"
27,2325,387.51991295814514
28,0,0.27474694638638886
28,100,0.21714723432386243
28,200,0.23536630578943202
28,300,0.25291244403736013
28,400,0.20835198582829656
28,500,0.21165345166180585
28,600,0.23174355481121992
28,700,0.2508935670594911
28,800,0.21862390879038218
28,900,0.2226780556343697
28,1000,0.21903437537115975
28,1100,0.2206694370991475
28,1200,0.23034345781480944
28,1300,0.2595233659486513
28,1400,0.2558510239059861
28,1500,0.23081158302925728
28,1600,0.25090831034892314
28,1700,0.24735734269425674
28,1800,0.28383120974978887
28,1900,0.2425246625333219
28,2000,0.2965023453171189
28,2100,0.27203608847953176
28,2200,0.26039675119760874
28,2300,0.24116487760801572
28,2325,"tf.Tensor(0.24002482, shape=(), dtype=float32)"
28,2325,387.0168273448944
29,0,0.23258353568412163
29,100,0.21802417652027026
29,200,0.2276173668938714
29,300,0.22593413172541438
29,400,0.20678007280504382
29,500,0.20580482482910156
29,600,0.18976649722537478
29,700,0.2253033921525285
29,800,0.23057919579583244
29,900,0.20917329272708376
29,1000,0.20132082861823006
29,1100,0.21008166751346072
29,1200,0.241227253063305
29,1300,0.2539780590985272
29,1400,0.2310136331094278
29,1500,0.22940488763757655
29,1600,0.21623137190535263
29,1700,0.24710000527871623
29,1800,0.28042447889173355
29,1900,0.22966923584809174
29,2000,0.25222721615353144
29,2100,0.2855149861928579
29,2200,0.2387981414794922
29,2300,0.24552659730653506
29,2325,"tf.Tensor(0.23536056, shape=(), dtype=float32)"
29,2325,387.0985703468323
30,0,0.24554891844053525
30,100,0.21477159293922218
30,200,0.22391690434636297
30,300,0.22177665298049515
30,400,0.2304514807623786
30,500,0.22274321478766365
30,600,0.1990981875239192
30,700,0.2224315952610325
30,800,0.24736556491336306
30,900,0.2128891558260531
30,1000,0.20781212884026604
30,1100,0.19871295465005412
30,1200,0.19284356606973185
30,1300,0.2263703475127349
30,1400,0.25137030111776815
30,1500,0.2321141732705606
30,1600,0.2208814878721495
30,1700,0.25419590924237223
30,1800,0.23764504613103093
30,1900,0.25184628770158096
30,2000,0.26116840259448904
30,2100,0.2494070980999921
30,2200,0.29581386978561813
30,2300,0.224980844033731
30,2325,"tf.Tensor(0.23062178, shape=(), dtype=float32)"
30,2325,387.3745346069336
31,0,0.23538826607369087
31,100,0.20444149584383578
31,200,0.2187006409103806
31,300,0.2448997755308409
31,400,0.19952817865320155
31,500,0.22835509841506546
31,600,0.19036870389371305
31,700,0.19776382961788694
31,800,0.1858335185695339
31,900,0.20858430862426758
31,1000,0.19615007091212916
31,1100,0.2128265226209486
31,1200,0.20709171810665647
31,1300,0.23055540548788533
31,1400,0.22830808484876478
31,1500,0.23619267747208877
31,1600,0.23694391508360166
31,1700,0.22402737591717695
31,1800,0.22941316140664592
31,1900,0.225644859107765
31,2000,0.2615111325238202
31,2100,0.23404443586194837
31,2200,0.2592948191874736
31,2300,0.2265100736875792
31,2325,"tf.Tensor(0.22637716, shape=(), dtype=float32)"
31,2325,387.99055671691895
32,0,0.25582576442409205
32,100,0.23323002377071897
32,200,0.2598639823294975
32,300,0.22674668801797404
32,400,0.19937783318596916
32,500,0.18357061695408178
32,600,0.20836917774097338
32,700,0.2013467453621529
32,800,0.20724259196101008
32,900,0.18360161136936498
32,1000,0.1668586473207216
32,1100,0.19527930182379646
32,1200,0.22406335779138514
32,1300,0.23217221852895376
32,1400,0.22244520445127744
32,1500,0.2290466411693676
32,1600,0.2367435661522118
32,1700,0.2553317353532121
32,1800,0.2571545678216058
32,1900,0.22780722540778084
32,2000,0.22993961540428368
32,2100,0.25021872649321686
32,2200,0.26113680246714
32,2300,0.23826044958990975
32,2325,"tf.Tensor(0.22238566, shape=(), dtype=float32)"
32,2325,387.19993257522583
33,0,0.225564363840464
33,100,0.22832414266225454
33,200,0.23468388737858953
33,300,0.2081666121611724
33,400,0.20611572265625
33,500,0.20485755559560415
33,600,0.17437110076079498
33,700,0.2092218656797667
33,800,0.17331324396906672
33,900,0.2026031597240551
33,1000,0.18544885274526235
33,1100,0.20286462113663956
33,1200,0.1852554501713933
33,1300,0.24091287561365077
33,1400,0.24655300862080343
33,1500,0.21798419952392578
33,1600,0.23336977572054476
33,1700,0.20724525967159788
33,1800,0.2219554798023121
33,1900,0.21058241096702782
33,2000,0.27100318186991923
33,2100,0.23477038821658572
33,2200,0.2300012949350718
33,2300,0.2241983413696289
33,2325,"tf.Tensor(0.21810238, shape=(), dtype=float32)"
33,2325,387.32852721214294
34,0,0.23436654580605998
34,100,0.19789084872683962
34,200,0.22597485619622307
34,300,0.21346672161205396
34,400,0.199462890625
34,500,0.21564322548943596
34,600,0.19371746681831978
34,700,0.20393028774776975
34,800,0.22442797068003062
34,900,0.20925331115722656
34,1000,0.15777899767901446
34,1100,0.2024848138963854
34,1200,0.20802719528610641
34,1300,0.20501437058319916
34,1400,0.23885505263869827
34,1500,0.23436850470465584
34,1600,0.21360045510369377
34,1700,0.2583095962936814
34,1800,0.21953773498535156
34,1900,0.22225062911574905
34,2000,0.27732898093558644
34,2100,0.2278877206750818
34,2200,0.2331108402561497
34,2300,0.21222130027977196
34,2325,"tf.Tensor(0.21397388, shape=(), dtype=float32)"
34,2325,387.42790699005127
35,0,0.180183913256671
35,100,0.22142539153227936
35,200,0.2010551658836571
35,300,0.2263346491633235
35,400,0.18514921858504013
35,500,0.19795941017769478
35,600,0.1860661506652832
35,700,0.18450887783153638
35,800,0.20675847337052627
35,900,0.1751042958852407
35,1000,0.21355817124650284
35,1100,0.16085801253447662
35,1200,0.2251225806571342
35,1300,0.22193480826712944
35,1400,0.2047066946287413
35,1500,0.22761414502118085
35,1600,0.20157565297307195
35,1700,0.21551754667952255
35,1800,0.22174796542605837
35,1900,0.221081965678447
35,2000,0.23228611817231049
35,2100,0.2445155736562368
35,2200,0.23769883851747256
35,2300,0.22828635653933962
35,2325,"tf.Tensor(0.2100629, shape=(), dtype=float32)"
35,2325,387.3820219039917
36,0,0.22636565646609744
36,100,0.22369343525654561
36,200,0.2584301201072899
36,300,0.22236357508478938
36,400,0.22675601856128588
36,500,0.17453709164181272
36,600,0.20210739084192225
36,700,0.1877216132911476
36,800,0.1856441626677642
36,900,0.1792175447618639
36,1000,0.1841497936764279
36,1100,0.18192063151179133
36,1200,0.17734714456506678
36,1300,0.20645867167292414
36,1400,0.2127411043321764
36,1500,0.18518911825644002
36,1600,0.21939102379051414
36,1700,0.19317608910637932
36,1800,0.256093489157187
36,1900,0.20932291649483345
36,2000,0.21768008051691828
36,2100,0.23161522117820946
36,2200,0.247624887002481
36,2300,0.20585753466631915
36,2325,"tf.Tensor(0.2064419, shape=(), dtype=float32)"
36,2325,387.9389531612396
37,0,0.20731902766872096
37,100,0.22135391750851194
37,200,0.2042658908947094
37,300,0.18633468731029615
37,400,0.18783069301295924
37,500,0.18163766087712468
37,600,0.16616883149018158
37,700,0.1957582138680123
37,800,0.18062051566871437
37,900,0.19922692066914327
37,1000,0.16273386413986618
37,1100,0.19627457696038322
37,1200,0.16236350343034073
37,1300,0.19179903494345174
37,1400,0.1944173477791451
37,1500,0.21913012942752322
37,1600,0.23881685411607897
37,1700,0.22826344258076436
37,1800,0.27052954080942515
37,1900,0.23377802565291123
37,2000,0.22061752628635717
37,2100,0.2114061149390968
37,2200,0.2023295325201911
37,2300,0.2107478476859428
37,2325,"tf.Tensor(0.20285161, shape=(), dtype=float32)"
37,2325,387.23768377304077
38,0,0.20457074448869034
38,100,0.1696442784489812
38,200,0.2049355378022065
38,300,0.1733072383983715
38,400,0.1816068597742029
38,500,0.1978916090887946
38,600,0.22180634575921135
38,700,0.19217859732138143
38,800,0.1670138900344436
38,900,0.17742860639417493
38,1000,0.18852121765549118
38,1100,0.19055849797016866
38,1200,0.17473622914907094
38,1300,0.1897474752890097
38,1400,0.19199295301695127
38,1500,0.21240520477294922
38,1600,0.19891300716915647
